id,user_id,place,phone,client_name,total_amount,status,note,created_at,updated_at
3669f317-3965-45fe-b717-380826c5b061,c5ea68ab-2029-4853-aaa8-4d2346e35d88,"5679 Cedar Ln, Phoenix, FL 85315",+1-332-839-3522,Barbara Lopez,126,shipping,,2025-12-09 02:30:11.077718,2025-12-09 02:30:11.077718
8b433172-c45d-4557-afa4-26d58d590e64,c5ea68ab-2029-4853-aaa8-4d2346e35d88,"1600 Spring St, Phoenix, MA 69879",+1-758-172-6933,Barbara Lopez,165,completed,,2025-11-16 01:19:57.077718,2025-11-16 01:19:57.077718
c2e4769c-dfb1-400d-ad3a-e1ff088decd7,c5ea68ab-2029-4853-aaa8-4d2346e35d88,"1831 Valley Rd, Chicago, IL 10727",+1-733-969-9744,Barbara Lopez,165,cancelled,,2025-12-31 04:53:23.077718,2025-12-31 04:53:23.077718
c09b7f3d-e0a3-485c-b0e0-4397c9696768,c5ea68ab-2029-4853-aaa8-4d2346e35d88,"7170 Willow Way, Seattle, FL 51299",+1-341-296-1790,Barbara Lopez,544,cancelled,,2025-11-18 06:34:02.077718,2025-11-18 06:34:02.077718
98a1ae70-5ee1-4ee9-8a74-51d5b5d99f4e,c5ea68ab-2029-4853-aaa8-4d2346e35d88,"1600 Spring St, Phoenix, MA 69879",+1-758-172-6933,Barbara Lopez,149,cancelled,,2026-04-19 10:17:43.077718,2026-04-19 10:17:43.077718
e08e261e-69ce-454b-9d1d-f2da21242042,c5ea68ab-2029-4853-aaa8-4d2346e35d88,"4552 Cedar Ln, Portland, OR 84976",+1-661-442-8927,Barbara Lopez,233,completed,,2026-04-08 21:45:24.077718,2026-04-08 21:45:24.077718
35f1e11d-fa32-4685-a7a8-73cead959ef6,dc7bbf45-b6c9-43fd-ab8c-b09d396968b4,"2091 Main St, Austin, FL 57007",+1-353-751-6453,Barbara Martinez,94,cancelled,,2026-01-29 13:56:51.077718,2026-01-29 13:56:51.077718
a840538a-d70e-4efd-b097-8e1ac570823f,dc7bbf45-b6c9-43fd-ab8c-b09d396968b4,"2091 Main St, Austin, FL 57007",+1-353-751-6453,Barbara Martinez,98,shipping,,2025-12-29 18:06:21.077718,2025-12-29 18:06:21.077718
b80be8dd-94de-455d-bd74-94350920ce43,dc7bbf45-b6c9-43fd-ab8c-b09d396968b4,"2091 Main St, Austin, FL 57007",+1-353-751-6453,Barbara Martinez,180,completed,,2026-02-27 21:03:12.077718,2026-02-27 21:03:12.077718
59051cbf-f527-4b10-a3f8-08b56fde888c,dc7bbf45-b6c9-43fd-ab8c-b09d396968b4,"2091 Main St, Austin, FL 57007",+1-353-751-6453,Barbara Martinez,192,completed,,2026-03-16 21:12:48.077718,2026-03-16 21:12:48.077718
2d5551f2-530b-4a41-93ab-c60318797252,dc7bbf45-b6c9-43fd-ab8c-b09d396968b4,"3804 Elm St, Boston, MA 61740",+1-270-536-7493,Barbara Martinez,179,awaiting_delivery,,2025-12-02 00:25:30.077718,2025-12-02 00:25:30.077718
28701d15-f737-4f9b-8aa8-68fc2cf79b9a,dc7bbf45-b6c9-43fd-ab8c-b09d396968b4,"3804 Elm St, Boston, MA 61740",+1-270-536-7493,Barbara Martinez,81,completed,,2026-01-21 06:40:50.077718,2026-01-21 06:40:50.077718
cd790b9a-3b26-479e-92b7-293742821b86,dc7bbf45-b6c9-43fd-ab8c-b09d396968b4,"3804 Elm St, Boston, MA 61740",+1-270-536-7493,Barbara Martinez,212,completed,,2026-01-14 13:10:54.077718,2026-01-14 13:10:54.077718
abcd05c8-ee5c-4b34-90f2-a096e8a13502,dc7bbf45-b6c9-43fd-ab8c-b09d396968b4,"3804 Elm St, Boston, MA 61740",+1-270-536-7493,Barbara Martinez,860,shipping,,2026-01-28 22:30:57.077718,2026-01-28 22:30:57.077718
2921ff89-911a-4b41-b9bc-5a5b6be09cb2,4e360222-2412-4207-b643-bc28d26d22e5,"6179 Spring St, Austin, IL 33380",+1-222-545-7804,Barbara Moore,204,completed,,2025-12-15 07:21:56.077718,2025-12-15 07:21:56.077718
5b1daaef-6bea-4e4c-805d-d3246c2f7472,4e360222-2412-4207-b643-bc28d26d22e5,"2084 Cherry Ct, Seattle, TX 75323",+1-409-521-2438,Barbara Moore,306,completed,,2025-10-30 02:46:52.077718,2025-10-30 02:46:52.077718
62c242df-1172-4f9c-ad33-bf909be39138,4e360222-2412-4207-b643-bc28d26d22e5,"2084 Cherry Ct, Seattle, TX 75323",+1-409-521-2438,Barbara Moore,770,shipping,,2025-11-06 13:47:03.077718,2025-11-06 13:47:03.077718
c7613812-2980-454f-9e46-d1fba3861de1,4e360222-2412-4207-b643-bc28d26d22e5,"2084 Cherry Ct, Seattle, TX 75323",+1-409-521-2438,Barbara Moore,84,returning,,2025-10-23 17:59:21.077718,2025-10-23 17:59:21.077718
2749ae5a-dddc-4912-8a2c-5d0bb0ea3e46,4e360222-2412-4207-b643-bc28d26d22e5,"6179 Spring St, Austin, IL 33380",+1-222-545-7804,Barbara Moore,2909,completed,,2026-02-02 09:04:19.077718,2026-02-02 09:04:19.077718
82bd408a-7af6-471f-af32-7a9d067c96b1,4e360222-2412-4207-b643-bc28d26d22e5,"6179 Spring St, Austin, IL 33380",+1-222-545-7804,Barbara Moore,117,shipping,,2025-11-14 20:28:00.077718,2025-11-14 20:28:00.077718
a9cb9ac2-df3d-4e72-b7a7-411b99bbf9e8,2614ae05-1362-4600-b613-923a9d6e0710,"3353 Pine Rd, Dallas, AZ 75967",+1-578-994-5212,Barbara Perez,1056,awaiting_delivery,,2025-11-13 21:24:08.077718,2025-11-13 21:24:08.077718
c9607499-20cd-4a94-89cc-26ae359fde90,2614ae05-1362-4600-b613-923a9d6e0710,"3353 Pine Rd, Dallas, AZ 75967",+1-578-994-5212,Barbara Perez,66,completed,,2025-12-30 15:49:15.077718,2025-12-30 15:49:15.077718
c5e7b487-2f6c-4cdf-b40c-de63612711da,2614ae05-1362-4600-b613-923a9d6e0710,"4986 Spring St, Seattle, MA 69140",+1-307-664-3226,Barbara Perez,175,awaiting_delivery,,2026-03-30 06:56:50.077718,2026-03-30 06:56:50.077718
d98a9ae9-edac-49d0-8c7c-d8224b71d99f,2614ae05-1362-4600-b613-923a9d6e0710,"3390 Valley Rd, San Antonio, FL 25609",+1-921-663-5670,Barbara Perez,225,returning,,2026-01-20 04:53:11.077718,2026-01-20 04:53:11.077718
45c905b7-229f-4882-ad3b-733a61bed2b4,2614ae05-1362-4600-b613-923a9d6e0710,"3390 Valley Rd, San Antonio, FL 25609",+1-921-663-5670,Barbara Perez,331,cancelled,,2026-04-01 09:26:26.077718,2026-04-01 09:26:26.077718
8af464af-cd42-4404-869e-925f2c3ae76e,2614ae05-1362-4600-b613-923a9d6e0710,"3390 Valley Rd, San Antonio, FL 25609",+1-921-663-5670,Barbara Perez,52,completed,,2025-11-25 03:57:19.077718,2025-11-25 03:57:19.077718
8bb03df7-a4e8-437a-9c5e-93cc541ae6fd,2614ae05-1362-4600-b613-923a9d6e0710,"3390 Valley Rd, San Antonio, FL 25609",+1-921-663-5670,Barbara Perez,25,returning,,2025-10-26 06:58:13.077718,2025-10-26 06:58:13.077718
8aaa5009-3d43-4150-8318-d47c6d1cc1f4,2614ae05-1362-4600-b613-923a9d6e0710,"4986 Spring St, Seattle, MA 69140",+1-307-664-3226,Barbara Perez,54,completed,,2025-12-09 06:12:33.077718,2025-12-09 06:12:33.077718
df683911-e020-4e7e-af86-495abf6fcc17,2614ae05-1362-4600-b613-923a9d6e0710,"3353 Pine Rd, Dallas, AZ 75967",+1-578-994-5212,Barbara Perez,51,completed,,2026-01-12 01:21:31.077718,2026-01-12 01:21:31.077718
dbf9d083-295b-4813-b1c2-1f3ecc1f2484,98dfc469-87da-4b07-b78e-756f82003bb0,"4493 Pine Rd, Houston, FL 77869",+1-580-265-9865,Betty Roberts,1170,completed,,2025-11-14 00:52:39.077718,2025-11-14 00:52:39.077718
813ef645-10e3-43ba-828e-61043cc157ef,98dfc469-87da-4b07-b78e-756f82003bb0,"3603 Forest Ave, Denver, CO 35637",+1-381-165-2490,Betty Roberts,159,completed,,2026-01-19 16:53:01.077718,2026-01-19 16:53:01.077718
270d93ef-91f8-4f39-a600-8aef4042e372,98dfc469-87da-4b07-b78e-756f82003bb0,"4493 Pine Rd, Houston, FL 77869",+1-580-265-9865,Betty Roberts,471,cancelled,,2026-01-26 03:41:33.077718,2026-01-26 03:41:33.077718
d25242de-b232-4f38-9726-53af89fe83ff,98dfc469-87da-4b07-b78e-756f82003bb0,"3603 Forest Ave, Denver, CO 35637",+1-381-165-2490,Betty Roberts,120,completed,,2025-12-30 22:25:26.077718,2025-12-30 22:25:26.077718
24ab290d-6829-40e7-952a-de80f3ca3b3c,98dfc469-87da-4b07-b78e-756f82003bb0,"3603 Forest Ave, Denver, CO 35637",+1-381-165-2490,Betty Roberts,762,completed,,2025-10-22 23:35:27.077718,2025-10-22 23:35:27.077718
bb10ba1f-43e8-4b70-9577-4138c66f4ee4,141421c3-e4c7-402b-8f21-797f6e1c3b95,"5083 River Rd, Miami, GA 32687",+1-323-878-7793,Betty Rodriguez,72,cancelled,,2025-11-03 06:58:35.077718,2025-11-03 06:58:35.077718
f575663a-0a41-47f3-a344-85b340a5e6ed,141421c3-e4c7-402b-8f21-797f6e1c3b95,"5083 River Rd, Miami, GA 32687",+1-323-878-7793,Betty Rodriguez,1101,awaiting_delivery,,2025-12-04 03:18:58.077718,2025-12-04 03:18:58.077718
97ff6529-a385-4604-99bd-8b939c271251,141421c3-e4c7-402b-8f21-797f6e1c3b95,"5083 River Rd, Miami, GA 32687",+1-323-878-7793,Betty Rodriguez,50,awaiting_delivery,,2026-02-16 00:18:39.077718,2026-02-16 00:18:39.077718
5cc40b6d-ca68-413e-aadd-2242a48927d3,141421c3-e4c7-402b-8f21-797f6e1c3b95,"8407 Broadway, Miami, MA 95898",+1-715-479-2450,Betty Rodriguez,172,cancelled,,2026-04-02 00:25:20.077718,2026-04-02 00:25:20.077718
43cd8f1a-ecda-41cf-a5e1-38bad99ed9d7,141421c3-e4c7-402b-8f21-797f6e1c3b95,"8407 Broadway, Miami, MA 95898",+1-715-479-2450,Betty Rodriguez,500,shipping,,2026-01-01 21:10:31.077718,2026-01-01 21:10:31.077718
809c84fa-7cad-483b-940a-8606a5d8a6d1,a08c703d-ddc2-4c54-ab88-3f03a828187f,"6526 Cherry Ct, Phoenix, TX 17591",+1-439-192-8950,Brian Brown,48,completed,,2025-12-22 23:46:09.077718,2025-12-22 23:46:09.077718
f6956e63-0255-4a8e-a610-157ea5d59cee,a08c703d-ddc2-4c54-ab88-3f03a828187f,"7265 Garden Ln, San Jose, CO 26306",+1-380-559-1217,Brian Brown,415,completed,,2026-04-11 21:47:45.077718,2026-04-11 21:47:45.077718
635025dc-a789-4ce3-94b9-17084c60b18b,a08c703d-ddc2-4c54-ab88-3f03a828187f,"6526 Cherry Ct, Phoenix, TX 17591",+1-439-192-8950,Brian Brown,96,cancelled,,2025-11-30 02:03:59.077718,2025-11-30 02:03:59.077718
d30e1019-4215-4010-8d8d-8243ff4c2638,a08c703d-ddc2-4c54-ab88-3f03a828187f,"1354 Elm St, New York, TX 68273",+1-489-146-9033,Brian Brown,56,completed,,2026-03-29 04:29:17.077718,2026-03-29 04:29:17.077718
2b85e4e8-604f-4ad1-8c16-dadc8fa4db27,2e5786af-2ec0-4ca8-8458-97a34c1f9d7f,"241 Sunset Blvd, Miami, TX 11864",+1-816-449-4896,Brian Roberts,1301,shipping,,2025-12-24 20:37:15.077718,2025-12-24 20:37:15.077718
75f75091-b3ed-4b22-919c-8a28131731e1,2e5786af-2ec0-4ca8-8458-97a34c1f9d7f,"241 Sunset Blvd, Miami, TX 11864",+1-816-449-4896,Brian Roberts,160,completed,,2025-10-31 20:57:12.077718,2025-10-31 20:57:12.077718
73c09001-9263-418f-a5f9-55c2671707b3,2e5786af-2ec0-4ca8-8458-97a34c1f9d7f,"241 Sunset Blvd, Miami, TX 11864",+1-816-449-4896,Brian Roberts,79,shipping,,2025-11-12 22:30:06.077718,2025-11-12 22:30:06.077718
4e18b229-ed6d-478f-8564-dca1115d057f,1381c621-90f1-47d1-a9cf-854847694788,"7803 Cedar Ln, Austin, MA 49299",+1-998-134-4366,Brian Sanchez,138,completed,,2026-02-02 06:58:26.077718,2026-02-02 06:58:26.077718
3a2436bf-0e07-49d8-908c-98f128f20e21,1381c621-90f1-47d1-a9cf-854847694788,"7803 Cedar Ln, Austin, MA 49299",+1-998-134-4366,Brian Sanchez,8,completed,,2025-11-22 17:23:57.077718,2025-11-22 17:23:57.077718
596c2d67-c06b-4d5b-b531-64bd1b5663d2,1381c621-90f1-47d1-a9cf-854847694788,"7803 Cedar Ln, Austin, MA 49299",+1-998-134-4366,Brian Sanchez,174,cancelled,,2026-01-31 01:39:35.077718,2026-01-31 01:39:35.077718
7d7df415-ae6f-4d7c-a991-d81336ccd356,105a62d5-e6fa-4900-9866-7d92aed93d78,"9753 Cedar Ln, San Antonio, FL 75169",+1-319-144-3772,Brian Thompson,536,awaiting_delivery,,2026-02-06 13:01:06.077718,2026-02-06 13:01:06.077718
398902dc-2df0-4b99-b394-d84180ccec39,105a62d5-e6fa-4900-9866-7d92aed93d78,"977 Park Ave, Dallas, AZ 58557",+1-439-159-9015,Brian Thompson,188,returning,,2025-10-30 13:52:40.077718,2025-10-30 13:52:40.077718
ead25e37-3875-4151-ba8d-b3f3d6251ca3,105a62d5-e6fa-4900-9866-7d92aed93d78,"977 Park Ave, Dallas, AZ 58557",+1-439-159-9015,Brian Thompson,2101,completed,,2026-03-16 13:20:58.077718,2026-03-16 13:20:58.077718
fb3d47d6-5de7-4872-a637-00f97399e870,105a62d5-e6fa-4900-9866-7d92aed93d78,"9753 Cedar Ln, San Antonio, FL 75169",+1-319-144-3772,Brian Thompson,835,completed,,2026-01-10 12:24:22.077718,2026-01-10 12:24:22.077718
554c141a-c4f8-46c0-80c5-457bf1e1f890,89a1058c-f51d-4325-9eea-3712d72c64ac,"8093 Sunset Blvd, Atlanta, GA 32353",+1-347-418-5281,Carol Wright,370,completed,,2025-12-18 19:26:45.077718,2025-12-18 19:26:45.077718
ac8bafd3-0868-4798-81aa-a82a7d12cb9b,89a1058c-f51d-4325-9eea-3712d72c64ac,"8093 Sunset Blvd, Atlanta, GA 32353",+1-347-418-5281,Carol Wright,668,completed,,2026-03-22 14:41:50.077718,2026-03-22 14:41:50.077718
9047993f-9f03-4c65-9077-aa1e312f1c73,89a1058c-f51d-4325-9eea-3712d72c64ac,"8093 Sunset Blvd, Atlanta, GA 32353",+1-347-418-5281,Carol Wright,14,cancelled,,2025-11-21 23:26:02.077718,2025-11-21 23:26:02.077718
c09123b6-2ed5-416f-8d22-583fcf66b1c2,89a1058c-f51d-4325-9eea-3712d72c64ac,"8093 Sunset Blvd, Atlanta, GA 32353",+1-347-418-5281,Carol Wright,266,completed,,2026-01-19 03:38:55.077718,2026-01-19 03:38:55.077718
09ca2990-203e-47ec-9589-6881c0411ee6,89a1058c-f51d-4325-9eea-3712d72c64ac,"8093 Sunset Blvd, Atlanta, GA 32353",+1-347-418-5281,Carol Wright,50,shipping,,2025-12-11 21:17:10.077718,2025-12-11 21:17:10.077718
032333fe-20d7-457a-a8de-cc2b48e1615f,89a1058c-f51d-4325-9eea-3712d72c64ac,"1333 Garden Ln, Seattle, CA 50911",+1-308-786-7218,Carol Wright,33,completed,,2026-01-22 16:15:31.077718,2026-01-22 16:15:31.077718
48e7527a-c4ad-4cf8-93bb-bd6664551b86,89a1058c-f51d-4325-9eea-3712d72c64ac,"916 Broadway, San Jose, NY 12924",+1-874-718-7812,Carol Wright,72,shipping,,2026-04-02 21:11:00.077718,2026-04-02 21:11:00.077718
0c5ac0c0-cdbb-4599-9c28-767721cc343f,89a1058c-f51d-4325-9eea-3712d72c64ac,"916 Broadway, San Jose, NY 12924",+1-874-718-7812,Carol Wright,231,completed,,2026-01-29 14:13:41.077718,2026-01-29 14:13:41.077718
24af4dfe-da5e-48d6-870e-2445bd5a6eeb,5c46afd8-879b-4d4b-bcab-f0e7bea8b87f,"7947 Elm St, New York, TX 88614",+1-640-327-6446,Charles Johnson,313,awaiting_delivery,,2026-04-13 16:17:15.077718,2026-04-13 16:17:15.077718
4e5ed8e7-e0cb-4f9f-81e5-623dc873bc50,5c46afd8-879b-4d4b-bcab-f0e7bea8b87f,"937 Maple Dr, Chicago, MA 23805",+1-498-868-7056,Charles Johnson,348,shipping,,2025-12-12 18:34:45.077718,2025-12-12 18:34:45.077718
f319d508-3a76-4f06-beae-90f800acc982,5c46afd8-879b-4d4b-bcab-f0e7bea8b87f,"2790 River Rd, Portland, CO 14341",+1-534-817-7522,Charles Johnson,318,completed,,2025-10-27 22:02:58.077718,2025-10-27 22:02:58.077718
f5df5686-d616-4d22-b17a-a0cac862c6dd,5c46afd8-879b-4d4b-bcab-f0e7bea8b87f,"937 Maple Dr, Chicago, MA 23805",+1-498-868-7056,Charles Johnson,81,shipping,,2026-04-15 05:10:30.077718,2026-04-15 05:10:30.077718
1959aba5-e7e1-44b5-bc4c-c8c3153b6342,5c46afd8-879b-4d4b-bcab-f0e7bea8b87f,"2790 River Rd, Portland, CO 14341",+1-534-817-7522,Charles Johnson,237,shipping,,2025-11-01 15:52:08.077718,2025-11-01 15:52:08.077718
081b2650-4a58-4d05-821c-4d2c553fbfa8,5c46afd8-879b-4d4b-bcab-f0e7bea8b87f,"7947 Elm St, New York, TX 88614",+1-640-327-6446,Charles Johnson,48,shipping,,2026-01-20 02:04:32.077718,2026-01-20 02:04:32.077718
7c20431c-dae1-4268-8e04-d9315cfff188,5c46afd8-879b-4d4b-bcab-f0e7bea8b87f,"3061 Elm St, Denver, WA 99545",+1-333-407-7891,Charles Johnson,24,awaiting_delivery,,2026-03-04 18:20:14.077718,2026-03-04 18:20:14.077718
7a82c4bb-cc7f-4253-8d53-ecd76328c333,5c46afd8-879b-4d4b-bcab-f0e7bea8b87f,"937 Maple Dr, Chicago, MA 23805",+1-498-868-7056,Charles Johnson,408,returning,,2025-11-12 04:52:10.077718,2025-11-12 04:52:10.077718
09b81e89-52b6-4e66-b764-b2b4c28f0322,5c46afd8-879b-4d4b-bcab-f0e7bea8b87f,"7947 Elm St, New York, TX 88614",+1-640-327-6446,Charles Johnson,273,completed,,2025-12-27 06:58:59.077718,2025-12-27 06:58:59.077718
c98e2044-894d-407c-a451-2c4b44aa1a94,5c46afd8-879b-4d4b-bcab-f0e7bea8b87f,"2790 River Rd, Portland, CO 14341",+1-534-817-7522,Charles Johnson,92,completed,,2025-11-05 00:18:48.077718,2025-11-05 00:18:48.077718
9178e941-4be2-4263-b43b-6d92d21e4cc1,f01503f3-e40b-464b-bbe1-0a667facba93,"6312 Walnut St, Denver, IL 78462",+1-740-219-3065,Charles Rivera,75,completed,,2026-01-11 23:08:48.077718,2026-01-11 23:08:48.077718
3915bd02-2f8e-4e96-9ef8-a705d9ade0b4,f01503f3-e40b-464b-bbe1-0a667facba93,"1761 Hill St, Chicago, IL 43461",+1-633-269-5295,Charles Rivera,246,shipping,,2025-12-21 03:29:58.077718,2025-12-21 03:29:58.077718
e14befaa-92f3-4459-bf3d-94cef00f9864,f01503f3-e40b-464b-bbe1-0a667facba93,"1761 Hill St, Chicago, IL 43461",+1-633-269-5295,Charles Rivera,28,awaiting_delivery,,2025-12-09 17:38:30.077718,2025-12-09 17:38:30.077718
2d8e78d3-edb2-4f32-a0a3-3522c3c0eede,f01503f3-e40b-464b-bbe1-0a667facba93,"5567 Oak Ave, San Antonio, NY 58741",+1-698-711-3509,Charles Rivera,1641,completed,,2025-11-13 21:36:49.077718,2025-11-13 21:36:49.077718
c97b4f12-074b-4d92-a357-32e952d06f39,eccddfed-afdc-4ee3-a19a-f2034e7ad91b,"9294 Broadway, Los Angeles, AZ 58377",+1-689-642-6029,Daniel Flores,200,completed,,2025-11-23 00:27:33.077718,2025-11-23 00:27:33.077718
d605057e-bb36-43fa-891d-c5d8795b4521,eccddfed-afdc-4ee3-a19a-f2034e7ad91b,"3774 Sunset Blvd, Denver, GA 71493",+1-263-885-5688,Daniel Flores,369,completed,,2025-11-11 23:10:07.077718,2025-11-11 23:10:07.077718
b7e368db-16c5-4599-b2f9-51c16e2ab162,eccddfed-afdc-4ee3-a19a-f2034e7ad91b,"3774 Sunset Blvd, Denver, GA 71493",+1-263-885-5688,Daniel Flores,11,completed,,2026-02-11 15:46:23.077718,2026-02-11 15:46:23.077718
75b4ef42-4f18-4dff-a53f-4d3f885ac983,eccddfed-afdc-4ee3-a19a-f2034e7ad91b,"4179 Spring St, Denver, TX 55752",+1-671-643-1674,Daniel Flores,448,shipping,,2025-12-09 03:22:34.077718,2025-12-09 03:22:34.077718
973053a8-c62b-4df6-adc0-b42eba80c3fe,eccddfed-afdc-4ee3-a19a-f2034e7ad91b,"9294 Broadway, Los Angeles, AZ 58377",+1-689-642-6029,Daniel Flores,1490,cancelled,,2025-12-10 13:06:42.077718,2025-12-10 13:06:42.077718
05f70ca0-6c87-400d-b10a-a3a9c763a5ca,5ef3aeec-6247-4fdd-8cd6-87ae11affa78,"8351 Valley Rd, Boston, MA 35594",+1-752-523-9496,Daniel Hill,79,shipping,,2026-04-13 15:34:20.077718,2026-04-13 15:34:20.077718
49dc9f40-3274-4d57-905c-3c9e9037bd49,5ef3aeec-6247-4fdd-8cd6-87ae11affa78,"8351 Valley Rd, Boston, MA 35594",+1-752-523-9496,Daniel Hill,24,cancelled,,2026-02-10 02:29:23.077718,2026-02-10 02:29:23.077718
bfe7b3ea-7a7d-41f3-9fba-53b39ca593a6,5ef3aeec-6247-4fdd-8cd6-87ae11affa78,"5516 Garden Ln, Atlanta, FL 14377",+1-825-925-7031,Daniel Hill,156,cancelled,,2025-11-16 17:22:02.077718,2025-11-16 17:22:02.077718
673b97f4-371d-4e93-a929-8bed3d39dd5c,5ef3aeec-6247-4fdd-8cd6-87ae11affa78,"8351 Valley Rd, Boston, MA 35594",+1-752-523-9496,Daniel Hill,24,completed,,2026-01-22 17:11:34.077718,2026-01-22 17:11:34.077718
81837016-5c06-4ca9-8fa2-abf1c714e5d0,5ef3aeec-6247-4fdd-8cd6-87ae11affa78,"9254 Cherry Ct, Austin, CO 67315",+1-377-574-3309,Daniel Hill,180,awaiting_delivery,,2025-11-20 21:55:17.077718,2025-11-20 21:55:17.077718
94cf6d2c-81cd-4aab-8ba2-3d44efe73f2b,5ef3aeec-6247-4fdd-8cd6-87ae11affa78,"5516 Garden Ln, Atlanta, FL 14377",+1-825-925-7031,Daniel Hill,316,returning,,2026-02-08 13:24:27.077718,2026-02-08 13:24:27.077718
bc7692c5-33f7-4d23-9dfa-81793548242c,5ef3aeec-6247-4fdd-8cd6-87ae11affa78,"5516 Garden Ln, Atlanta, FL 14377",+1-825-925-7031,Daniel Hill,312,shipping,,2026-01-31 14:03:35.077718,2026-01-31 14:03:35.077718
e289c268-f39d-4547-868c-bcd0f98d2407,5ef3aeec-6247-4fdd-8cd6-87ae11affa78,"177 Spring St, San Jose, MA 79993",+1-982-819-6775,Daniel Hill,185,shipping,,2025-12-25 07:31:43.077718,2025-12-25 07:31:43.077718
7b3615c2-6c89-4367-8647-6b2089e1c6d2,5ef3aeec-6247-4fdd-8cd6-87ae11affa78,"8351 Valley Rd, Boston, MA 35594",+1-752-523-9496,Daniel Hill,455,shipping,,2026-01-12 04:05:48.077718,2026-01-12 04:05:48.077718
